genres,href,id,images,name,popularity,type,uri,external_urls.spotify,followers.href,followers.total
"['francoton', 'french hip hop', 'pop urbaine', 'rap algerien', 'rap marseille']",https://api.spotify.com/v1/artists/7kyIBL1EYouLqC8vw7IOui,7kyIBL1EYouLqC8vw7IOui,"[{'height': 640, 'url': 'https://i.scdn.co/image/593a9a64f96d03832a2eaefa6ffc7b1d66ee0faf', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/4eeadef4a5c90cf330c76851500f215a60d6e737', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/2627f1dd54bf41a18fba64f1a649983642631cd3', 'width': 160}]",L'Algérino,66,artist,spotify:artist:7kyIBL1EYouLqC8vw7IOui,https://open.spotify.com/artist/7kyIBL1EYouLqC8vw7IOui,,1065405
"['french indie pop', 'french indietronica', 'french synthpop', 'indie soul', 'new french touch']",https://api.spotify.com/v1/artists/4PwlsrN0t5mLN0C827cbEU,4PwlsrN0t5mLN0C827cbEU,"[{'height': 640, 'url': 'https://i.scdn.co/image/55945c616117ed578b52f6127fe6aa2d515b01fc', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/eab70c0c380d4b250e4d7f7de8226a6399825b39', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/aa75514331efcc7220745cad5abd530fff926787', 'width': 160}]",L'Impératrice,66,artist,spotify:artist:4PwlsrN0t5mLN0C827cbEU,https://open.spotify.com/artist/4PwlsrN0t5mLN0C827cbEU,,227072
"['belgian hip hop', 'french hip hop', 'rap calme', 'rap conscient']",https://api.spotify.com/v1/artists/2lPL3aVXBS4gVGymFOAYxF,2lPL3aVXBS4gVGymFOAYxF,"[{'height': 640, 'url': 'https://i.scdn.co/image/acd1d46b753a2bb3978c109c7c319bd1d6303e41', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/9e77f3b711ffdd48ce288f8c77f580bf8daad401', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/fceca4d8a00a723dff8e3f7d570f506aaa2f4e74', 'width': 160}]",L'Or du Commun,45,artist,spotify:artist:2lPL3aVXBS4gVGymFOAYxF,https://open.spotify.com/artist/2lPL3aVXBS4gVGymFOAYxF,,103224
['rap inde'],https://api.spotify.com/v1/artists/0uziZOQoq7GATTdJqMOX5s,0uziZOQoq7GATTdJqMOX5s,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273bb88a8b64f6c7383e3e313fa', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02bb88a8b64f6c7383e3e313fa', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851bb88a8b64f6c7383e3e313fa', 'width': 64}]",L'entourage,34,artist,spotify:artist:0uziZOQoq7GATTdJqMOX5s,https://open.spotify.com/artist/0uziZOQoq7GATTdJqMOX5s,,69211
"['french pop', 'variete francaise']",https://api.spotify.com/v1/artists/7kKKMBmEtyQcPb9idicNr7,7kKKMBmEtyQcPb9idicNr7,"[{'height': 640, 'url': 'https://i.scdn.co/image/510fc4abd7f4a8642efabf0035df05417f76ab00', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ff20eccc93adca958b5df3bff57dc2c78cd7d40b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/7e2050ba8d4497b01e9a344ceabd2c333e83963f', 'width': 160}]",L.E.J,56,artist,spotify:artist:7kKKMBmEtyQcPb9idicNr7,https://open.spotify.com/artist/7kKKMBmEtyQcPb9idicNr7,,280626
"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",https://api.spotify.com/v1/artists/3sgFRtyBnxXD5ESfmbK4dl,3sgFRtyBnxXD5ESfmbK4dl,"[{'height': 675, 'url': 'https://i.scdn.co/image/2d75f5222d8a92d5e12419ae3e5238261f943df6', 'width': 1000}, {'height': 432, 'url': 'https://i.scdn.co/image/a91b72640d92fa70bfc7556d38114b3f010c5cc5', 'width': 640}, {'height': 135, 'url': 'https://i.scdn.co/image/9b592e53e0ae00516c65580a254113bc7d0933e2', 'width': 200}, {'height': 43, 'url': 'https://i.scdn.co/image/e7a7f70dc456d6844e2c15b44c4ff1853aac54f8', 'width': 64}]",LMFAO,72,artist,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,https://open.spotify.com/artist/3sgFRtyBnxXD5ESfmbK4dl,,3685039
"['french hip hop', 'old school rap francais', 'rap inde']",https://api.spotify.com/v1/artists/3y2HuzAEauV9QXE9cFJpIv,3y2HuzAEauV9QXE9cFJpIv,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273921efb825a381d837e22d38b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02921efb825a381d837e22d38b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851921efb825a381d837e22d38b', 'width': 64}]",La Cliqua,28,artist,spotify:artist:3y2HuzAEauV9QXE9cFJpIv,https://open.spotify.com/artist/3y2HuzAEauV9QXE9cFJpIv,,22726
"['arabic hip hop', 'francoton', 'french hip hop', 'pop urbaine']",https://api.spotify.com/v1/artists/6QS84S3i4gwdEKqWoTtDLd,6QS84S3i4gwdEKqWoTtDLd,"[{'height': 640, 'url': 'https://i.scdn.co/image/7fc514a62cab23c842856f342b7f2225ba7e1f14', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/9c981580ccc83c1b1ea22113efdf9f2c72c515b3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/1f757bf0f266157eba3feee9b78eef0e1db6785b', 'width': 160}]",La Fouine,58,artist,spotify:artist:6QS84S3i4gwdEKqWoTtDLd,https://open.spotify.com/artist/6QS84S3i4gwdEKqWoTtDLd,,408097
"['rap latina', 'urbano espanol']",https://api.spotify.com/v1/artists/1jB62pOe5WpGiHOBDtKBBG,1jB62pOe5WpGiHOBDtKBBG,"[{'height': 640, 'url': 'https://i.scdn.co/image/8acf293d698f2aaa6fa96bcf4c8a9011ee8f25c9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/c8dd7e61e4cf11df2daac0b18b72ba8602e73c48', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/823337650c32a72fbe02c09224f8e3c5c9ec7683', 'width': 160}]",La Zowi,55,artist,spotify:artist:1jB62pOe5WpGiHOBDtKBBG,https://open.spotify.com/artist/1jB62pOe5WpGiHOBDtKBBG,,92452
['reggae maghreb'],https://api.spotify.com/v1/artists/5ifXprV3Ehe3xSTObbk16Y,5ifXprV3Ehe3xSTObbk16Y,"[{'height': 640, 'url': 'https://i.scdn.co/image/8d88a2e8cd7eb30b1011f8d1d7fe555a5f510dc3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/a58a0c8fcb5ddad702245d040653174b683957a8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/1f0de7794ce072907c7e56e48dd29f1866464b13', 'width': 160}]",Labess,39,artist,spotify:artist:5ifXprV3Ehe3xSTObbk16Y,https://open.spotify.com/artist/5ifXprV3Ehe3xSTObbk16Y,,24900
"['dance pop', 'indie poptimism', 'pop', 'post-teen pop']",https://api.spotify.com/v1/artists/2feDdbD5araYcm6JhFHHw7,2feDdbD5araYcm6JhFHHw7,"[{'height': 640, 'url': 'https://i.scdn.co/image/d9a7e54f8df26abde79fd1be03f40d4e8569f590', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/c48df313b2f66bbac060a01020365e39c4dbd08d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/a1f612ed2f8cf56fb2e4e7ed653142ee8ba14037', 'width': 160}]",Labrinth,83,artist,spotify:artist:2feDdbD5araYcm6JhFHHw7,https://open.spotify.com/artist/2feDdbD5araYcm6JhFHHw7,,1562104
"['classic soundtrack', 'exotica', 'latin classical', 'latin soundtrack', 'lounge']",https://api.spotify.com/v1/artists/39iHRO9MH9To3gjW7wqaW1,39iHRO9MH9To3gjW7wqaW1,"[{'height': 870, 'url': 'https://i.scdn.co/image/eb76a42d736645df1fd87f88e9dc57297a181698', 'width': 1000}, {'height': 557, 'url': 'https://i.scdn.co/image/be3be83c74b2a82e99b5c966bfb9160bb6675d8c', 'width': 640}, {'height': 174, 'url': 'https://i.scdn.co/image/9472d9a71d9e1df16368993c886a074ea1d75da6', 'width': 200}, {'height': 56, 'url': 'https://i.scdn.co/image/c550132484dbcc146caf993e19bd77547f153f7c', 'width': 64}]",Lalo Schifrin,48,artist,spotify:artist:39iHRO9MH9To3gjW7wqaW1,https://open.spotify.com/artist/39iHRO9MH9To3gjW7wqaW1,,32429
"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",https://api.spotify.com/v1/artists/2EFpb61Lpi0l5ldOiqbZkK,2EFpb61Lpi0l5ldOiqbZkK,"[{'height': 640, 'url': 'https://i.scdn.co/image/18e79440ebdf21312f08af3aeaac062be532104c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/c644c4b39460c8970c6c3133dd34467a71bb8fbe', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/87d17762b44398ec7cd6e7138a8bb125d622e529', 'width': 160}]",Landy,72,artist,spotify:artist:2EFpb61Lpi0l5ldOiqbZkK,https://open.spotify.com/artist/2EFpb61Lpi0l5ldOiqbZkK,,442082
"['contemporary jazz', 'dark jazz', 'jazz fusion', 'swedish jazz']",https://api.spotify.com/v1/artists/7c9O0hfRy2u32JVcWhoope,7c9O0hfRy2u32JVcWhoope,"[{'height': 640, 'url': 'https://i.scdn.co/image/2713e98c2a4b31dc07c1bb6aee344936a8442b00', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/4b8cd633491a1e51ecbda772a96d53969673504a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/fb778de096da606ae7c91ad17348c564470efbb4', 'width': 160}]",Lars Danielsson,49,artist,spotify:artist:7c9O0hfRy2u32JVcWhoope,https://open.spotify.com/artist/7c9O0hfRy2u32JVcWhoope,,27960
"['francoton', 'french hip hop', 'french pop', 'pop urbaine']",https://api.spotify.com/v1/artists/6HhnhnxLsowYuuejvku0Bz,6HhnhnxLsowYuuejvku0Bz,"[{'height': 640, 'url': 'https://i.scdn.co/image/51ec2ccdc7d45fb5ec0e572e442d4a82b0aa36d6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/190f2fb2639cc14a7585545f5a4af708f71b7c49', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/18091d8d6e382a776662b02cbe54466f215775f0', 'width': 160}]",Lartiste,67,artist,spotify:artist:6HhnhnxLsowYuuejvku0Bz,https://open.spotify.com/artist/6HhnhnxLsowYuuejvku0Bz,,1514906
"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",https://api.spotify.com/v1/artists/1jSjfSgDjedJdi5MoyRu78,1jSjfSgDjedJdi5MoyRu78,"[{'height': 640, 'url': 'https://i.scdn.co/image/b5a5683c123ae8f9bc55b1cc4016efac783f0e17', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/34ba318c0fd81684c207ec391fcb244812682426', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/37344cce3184fd6f5f08b77316caf1d36898c874', 'width': 160}]",Lary Over,71,artist,spotify:artist:1jSjfSgDjedJdi5MoyRu78,https://open.spotify.com/artist/1jSjfSgDjedJdi5MoyRu78,,3361779
[],https://api.spotify.com/v1/artists/22xSjo3RsF11L0hZLdgsPX,22xSjo3RsF11L0hZLdgsPX,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273650e0c53c179fbaaea961c47', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02650e0c53c179fbaaea961c47', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851650e0c53c179fbaaea961c47', 'width': 64}]",Laurent Gerra,39,artist,spotify:artist:22xSjo3RsF11L0hZLdgsPX,https://open.spotify.com/artist/22xSjo3RsF11L0hZLdgsPX,,2982
"['french hip hop', 'pop urbaine', 'rap calme', 'rap francais']",https://api.spotify.com/v1/artists/0LnhY2fzptb0QEs5Q5gM7S,0LnhY2fzptb0QEs5Q5gM7S,"[{'height': 640, 'url': 'https://i.scdn.co/image/187e254ef768f9c383eadf99f531477315ca1450', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ef3a6ee1792f68ee92a49cc357cff8b589d59da1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ed4ef0f0226568b714de63b1de6181c9ffcef94a', 'width': 160}]",Laylow,68,artist,spotify:artist:0LnhY2fzptb0QEs5Q5gM7S,https://open.spotify.com/artist/0LnhY2fzptb0QEs5Q5gM7S,,187484
"['french hip hop', 'rap calme', 'rap inde']",https://api.spotify.com/v1/artists/2UZBLsGKZZnYDb37cDM13m,2UZBLsGKZZnYDb37cDM13m,"[{'height': 640, 'url': 'https://i.scdn.co/image/db201b28352e3f777547518517ca153da7f51516', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/f6dd512ff84f375e38dc0afdd0bd230d0c334ba1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/422a7df0dcf39d8656a999e31239b00c137381c2', 'width': 160}]",Le Dé,48,artist,spotify:artist:2UZBLsGKZZnYDb37cDM13m,https://open.spotify.com/artist/2UZBLsGKZZnYDb37cDM13m,,42489
"['arab folk', 'arabic jazz', 'oud', 'palestinian pop']",https://api.spotify.com/v1/artists/4TKtK5MMFFrQjhPvvu5YRI,4TKtK5MMFFrQjhPvvu5YRI,"[{'height': 640, 'url': 'https://i.scdn.co/image/265531c15c4d56e19520ebe05e66c77f09a0bffa', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/2537ce985e5d02d22adec424ed6c8fa2d1fff38c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/1499cb3ca6ce28078a4da75da47746a2a2a9d726', 'width': 160}]",Le Trio Joubran,44,artist,spotify:artist:4TKtK5MMFFrQjhPvvu5YRI,https://open.spotify.com/artist/4TKtK5MMFFrQjhPvvu5YRI,,65121
"['francoton', 'french hip hop', 'pop urbaine', 'rap calme', 'rap conscient', 'rap francais']",https://api.spotify.com/v1/artists/25yJrwrn5I0EUdQEiTtNSO,25yJrwrn5I0EUdQEiTtNSO,"[{'height': 640, 'url': 'https://i.scdn.co/image/d36dd1f622efde69af154931e37ddf52e73399f2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/993be75b6be76aa3ae578704382e2a704cf505cf', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/c921bd11ee1e57f85bae5dd42df4324e10fa36ba', 'width': 160}]",Lefa,66,artist,spotify:artist:25yJrwrn5I0EUdQEiTtNSO,https://open.spotify.com/artist/25yJrwrn5I0EUdQEiTtNSO,,385396
"['experimental jazz', 'indie jazz', 'indie soul']",https://api.spotify.com/v1/artists/2N1foZRamgP1sfiYXFID9O,2N1foZRamgP1sfiYXFID9O,"[{'height': 640, 'url': 'https://i.scdn.co/image/21a42179d39a882cfb5049a0d575c58046aaba9d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/c26b5fe6a8805ba58913b24a25062668786e1073', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/0fcf9c89e89a24616f9ed0650117f87f616036da', 'width': 160}]",Leifur James,48,artist,spotify:artist:2N1foZRamgP1sfiYXFID9O,https://open.spotify.com/artist/2N1foZRamgP1sfiYXFID9O,,27437
"['latin pop', 'viral pop']",https://api.spotify.com/v1/artists/6i3DxIlAqnDkwELLw4aVrx,6i3DxIlAqnDkwELLw4aVrx,"[{'height': 640, 'url': 'https://i.scdn.co/image/6701d4a6e61289b0c07bd489a22f3ef4d3f6df02', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/25daf47e588f217add231c35fcfb3677cd175a1c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/e916fca131d31ac156d8215769ff9d1f5dc6843b', 'width': 160}]",Lele Pons,74,artist,spotify:artist:6i3DxIlAqnDkwELLw4aVrx,https://open.spotify.com/artist/6i3DxIlAqnDkwELLw4aVrx,,689895
"['swedish hip hop', 'swedish trap pop']",https://api.spotify.com/v1/artists/1D2o9Wb1d9ZhhPSRREJgwX,1D2o9Wb1d9ZhhPSRREJgwX,"[{'height': 640, 'url': 'https://i.scdn.co/image/57fb5c57585d3c7ed9731f55b3268e157056466e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/89defba62ee078812b98ececd2bba7f4babac143', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/7713e56e097dd53bfafc9b52dcbf49e0ced47fec', 'width': 160}]",Leslie Tay,40,artist,spotify:artist:1D2o9Wb1d9ZhhPSRREJgwX,https://open.spotify.com/artist/1D2o9Wb1d9ZhhPSRREJgwX,,5408
"['indie poptimism', 'indie rock', 'modern alternative rock', 'modern rock', 'nyc pop', 'vapor soul']",https://api.spotify.com/v1/artists/2oqwwcM17wrP9hBD25zKSR,2oqwwcM17wrP9hBD25zKSR,"[{'height': 640, 'url': 'https://i.scdn.co/image/156fbdb168204dcc629c761bf9fc837b5bc9dd5f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/0708020456426a410dc8a55f21fa6c3493ebd557', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/340319ea5933c4c2d22e11cc8a33314afa7cb290', 'width': 160}]",Lewis Del Mar,59,artist,spotify:artist:2oqwwcM17wrP9hBD25zKSR,https://open.spotify.com/artist/2oqwwcM17wrP9hBD25zKSR,,154766
"['french indie pop', 'french indietronica', 'new french touch']",https://api.spotify.com/v1/artists/1hkRfKGoJisJDbo6eSf1pg,1hkRfKGoJisJDbo6eSf1pg,"[{'height': 640, 'url': 'https://i.scdn.co/image/bfb49140c89f06110b3069a1442dd14da688352f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/4e18c050026aa53eae4d16cb5dda1b7ad0a58c6f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/93c2bf4ce868fd1d56beab9536c25c0a9ea28495', 'width': 160}]",Lewis OfMan,53,artist,spotify:artist:1hkRfKGoJisJDbo6eSf1pg,https://open.spotify.com/artist/1hkRfKGoJisJDbo6eSf1pg,,39465
"['atl hip hop', 'atl trap', 'rap', 'trap']",https://api.spotify.com/v1/artists/5f7VJjfbwm532GiveGC0ZK,5f7VJjfbwm532GiveGC0ZK,"[{'height': 640, 'url': 'https://i.scdn.co/image/56b6de5bda0459783c9e59b06efa45a14904ad06', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/618f9c969cbda7a5924cbf17c6ef1f9921135c81', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/962158d2e2a763c16aea50e738f798cf59c39fc3', 'width': 160}]",Lil Baby,94,artist,spotify:artist:5f7VJjfbwm532GiveGC0ZK,https://open.spotify.com/artist/5f7VJjfbwm532GiveGC0ZK,,6620158
"['hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",https://api.spotify.com/v1/artists/3uJx5SnOM59Li7lCxA3b29,3uJx5SnOM59Li7lCxA3b29,"[{'height': 640, 'url': 'https://i.scdn.co/image/e6a648f3474bea1c2acb9bc487d031697e4b04b0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/e2d363c163a3b7b0b2f20fbbad1b8e4562853143', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/fc0f062ffc5c91010f3160e322c2c89eb6410b86', 'width': 160}]",Lil Keed,69,artist,spotify:artist:3uJx5SnOM59Li7lCxA3b29,https://open.spotify.com/artist/3uJx5SnOM59Li7lCxA3b29,,637522
"['emo rap', 'miami hip hop', 'rap', 'trap']",https://api.spotify.com/v1/artists/3wyVrVrFCkukjdVIdirGVY,3wyVrVrFCkukjdVIdirGVY,"[{'height': 640, 'url': 'https://i.scdn.co/image/aafa5a282b9af40a1a683c8fc20af99d7cd9fbdd', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/fd073243b70887f436b910cf8d2af4a4b5ceffdd', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/b64133d69a0af2c15fab80e3e19a59d6622c2dae', 'width': 160}]",Lil Pump,75,artist,spotify:artist:3wyVrVrFCkukjdVIdirGVY,https://open.spotify.com/artist/3wyVrVrFCkukjdVIdirGVY,,7597175
"['melodic rap', 'pop rap', 'rap', 'trap']",https://api.spotify.com/v1/artists/7d3WFRME3vBY2cgoP38RDo,7d3WFRME3vBY2cgoP38RDo,"[{'height': 640, 'url': 'https://i.scdn.co/image/12f9b7d43a3c295cd6b679b56d2ac78195c86b95', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/caa4e3a783e423e3835486c388126bdded524fa3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/1c1bcfecd6e20af1bf8c9a53fc4891c6b63cc4f4', 'width': 160}]",Lil Skies,81,artist,spotify:artist:7d3WFRME3vBY2cgoP38RDo,https://open.spotify.com/artist/7d3WFRME3vBY2cgoP38RDo,,4662469
"['dark trap', 'emo rap', 'glitchcore', 'melodic rap', 'underground hip hop', 'vapor trap']",https://api.spotify.com/v1/artists/5g63iWaMJ2UrkZMkCC8dMi,5g63iWaMJ2UrkZMkCC8dMi,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7c25b16f3fdfd848166fc0ca', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747c25b16f3fdfd848166fc0ca', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787c25b16f3fdfd848166fc0ca', 'width': 160}]",Lil Tracy,77,artist,spotify:artist:5g63iWaMJ2UrkZMkCC8dMi,https://open.spotify.com/artist/5g63iWaMJ2UrkZMkCC8dMi,,442730
"['melodic rap', 'philly rap', 'rap', 'trap']",https://api.spotify.com/v1/artists/4O15NlyKLIASxsJ0PrXPfz,4O15NlyKLIASxsJ0PrXPfz,"[{'height': 640, 'url': 'https://i.scdn.co/image/271c672ac7a84a95f3c557177a29b8936923d152', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/0b57d28b204187ca97d4dbd700fa7e347ff05fa2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/43fb40412c6dd226997c52e3647304a97b1709a9', 'width': 160}]",Lil Uzi Vert,92,artist,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz,,11090276
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",https://api.spotify.com/v1/artists/55Aa2cqylxrFIXC767Z865,55Aa2cqylxrFIXC767Z865,"[{'height': 640, 'url': 'https://i.scdn.co/image/df959d3993ded32689c465c1e6d0e96b612c1404', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/985a8ab29851929c28a488d35b7ed32f3a54f76e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/02cc192124a036a8520d3aafb4269aeb273acd94', 'width': 160}]",Lil Wayne,91,artist,spotify:artist:55Aa2cqylxrFIXC767Z865,https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865,,10245226
"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",https://api.spotify.com/v1/artists/6icQOAFXDZKsumw3YXyusw,6icQOAFXDZKsumw3YXyusw,"[{'height': 640, 'url': 'https://i.scdn.co/image/e5271c94202acebab521f1977757eae5cafc2a9b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/c23807bb829db2cb959d544139c28df39ec99d37', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/95dc5c7d46607fcfb6cad21311b5240d73034f11', 'width': 160}]",Lil Yachty,83,artist,spotify:artist:6icQOAFXDZKsumw3YXyusw,https://open.spotify.com/artist/6icQOAFXDZKsumw3YXyusw,,7038040
"['french hip hop', 'pop urbaine', 'rap inde']",https://api.spotify.com/v1/artists/5MyafTxCvKDZVVALZUByV3,5MyafTxCvKDZVVALZUByV3,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27379a8ebdea49280b41bf782f2', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0279a8ebdea49280b41bf782f2', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485179a8ebdea49280b41bf782f2', 'width': 64}]",Lim,46,artist,spotify:artist:5MyafTxCvKDZVVALZUByV3,https://open.spotify.com/artist/5MyafTxCvKDZVVALZUByV3,,100159
"['afropop', 'desert blues', 'malian blues', 'mande pop', 'musique mandingue', 'world']",https://api.spotify.com/v1/artists/5uycig9ettxM7vWsZt4Rzp,5uycig9ettxM7vWsZt4Rzp,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734351a796ed208267662ef563', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e024351a796ed208267662ef563', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048514351a796ed208267662ef563', 'width': 64}]",Lobi Traoré,28,artist,spotify:artist:5uycig9ettxM7vWsZt4Rzp,https://open.spotify.com/artist/5uycig9ettxM7vWsZt4Rzp,,3113
['francoton'],https://api.spotify.com/v1/artists/5biR6qJnO0BP9sfwqZWfCP,5biR6qJnO0BP9sfwqZWfCP,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273783ee6756b5126be9047a620', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02783ee6756b5126be9047a620', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851783ee6756b5126be9047a620', 'width': 64}]",Logobi GT,47,artist,spotify:artist:5biR6qJnO0BP9sfwqZWfCP,https://open.spotify.com/artist/5biR6qJnO0BP9sfwqZWfCP,,39036
['spanish pop'],https://api.spotify.com/v1/artists/3bvfu2KAve4lPHrhEFDZna,3bvfu2KAve4lPHrhEFDZna,"[{'height': 640, 'url': 'https://i.scdn.co/image/b6d3e1bd47a4b681e1a84f57cb0e8a627299c3a5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/dd4cd7156b4a12e6d734f045c24157ceb21fb696', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/866637be64636f04a3bef0477e23a7ecefc92ba9', 'width': 160}]",Lola Indigo,71,artist,spotify:artist:3bvfu2KAve4lPHrhEFDZna,https://open.spotify.com/artist/3bvfu2KAve4lPHrhEFDZna,,520499
"['french hip hop', 'new french touch', 'rap conscient']",https://api.spotify.com/v1/artists/1Yfe3ONJlioHys7jwHdfVm,1Yfe3ONJlioHys7jwHdfVm,"[{'height': 640, 'url': 'https://i.scdn.co/image/fdeb02bc5f5badca6d9cf6ec4187fd9322968fd6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/8b1f621286a2153fe5991be53ff6191caa3830b1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/1151ae3f7a1bfa281e9f8b100c2b7584b9203233', 'width': 160}]",Lomepal,71,artist,spotify:artist:1Yfe3ONJlioHys7jwHdfVm,https://open.spotify.com/artist/1Yfe3ONJlioHys7jwHdfVm,,1157767
